Category,Brand,Product,Variant,SKU,Price,Old Price,Currency,Weight,Stock,Units,Visible,Featured,Meta title,Meta keywords,Meta description,Annotation,Description,Images,URL,Garancija,Sifra na artikl,Sifra,BrendID,KategorijaID,Kategorija
Компјутерски компоненти/Графички карти,AFOX,AFOX Geforce GT730,,SE_17404,3919.0,0,1,,125,0,1,0,,,AFOX Geforce GT730  2GB DDR3 128Bit  DVI  HDMI  VGA  LP  Single Fan  AF730-2048D3L5,,<div class="tab-content" id="tab-description" itemprop="description">AFOX Geforce GT730<br> 2GB DDR3 128Bit<br> DVI<br> HDMI<br> VGA<br> LP<br> Single Fan<br> AF730-2048D3L5 </div>,17404_0-1000x1000.jpg,AFOX-Geforce-GT730, 690,SE_17404,SE_17404,3,11,Graficki
Компјутерски компоненти/Графички карти,AFOX,AFOX NVIDIA GT730-PCI-E 1GB DDR3 (128-bit),,SE_17353,4309.0,0,1,,101,0,1,0,,,AFOX NVIDIA GT730-PCI-E 1GB DDR3 (128-bit)  Graphics Engine: NVIDIA Geforce GT 730  Bus Standard: PCI Express 2.0  Video Memory: DDR3 1024MB  128BIT  DVI  HDMI  VGA  LP  SINGLE FAN  RETAIL PACK  P/N: AF730-1024D3L7-V1,,<div class="tab-content" id="tab-description" itemprop="description">AFOX NVIDIA GT730-PCI-E 1GB DDR3 (128-bit)<br> Graphics Engine: NVIDIA Geforce GT 730<br> Bus Standard: PCI Express 2.0<br> Video Memory: DDR3 1024MB<br> 128BIT<br> DVI<br> HDMI<br> VGA<br> LP<br> SINGLE FAN<br> RETAIL PACK<br> P/N: AF730-1024D3L7-V1 </div>,17353_0-1000x1000.jpg,AFOX-NVIDIA-GT730-PCI-E-1GB-DDR3-(128-bit), 690,SE_17353,SE_17353,3,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS GT730-SL-2G-BRK-V2,,SE_17035,4899.0,0,1,,11,0,1,0,,,ASUS GT730-SL-2G-BRK-V2  Graphics Engine: NVIDIA GeForce GT 730  Bus Standard: PCI Express 2.0  Engine Clock: 902 MHz  CUDA Core: 96  Memory Clock: 800 MHz  Memory Interface: 64-bit  Interface: D-Sub x 1  DVI x 1  HDMI x 1  HDCP Support  Dimensions: 13.7 x 6.9 x3 cm,,<div class="tab-content" id="tab-description" itemprop="description">ASUS GT730-SL-2G-BRK-V2<br> Graphics Engine: NVIDIA GeForce GT 730<br> Bus Standard: PCI Express 2.0<br> Engine Clock: 902 MHz<br> CUDA Core: 96<br> Memory Clock: 800 MHz<br> Memory Interface: 64-bit<br> Interface: D-Sub x 1<br> DVI x 1<br> HDMI x 1<br> HDCP Support<br> Dimensions: 13.7 x 6.9 x3 cm </div>,17035_0-1000x1000.jpg,ASUS-GT730-SL-2G-BRK-V2,1050,SE_17035,SE_17035,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS GT730-2GD5-BRK,,SE_16934,5099.0,0,1,,1,0,1,0,,,ASUS GT730-2GD5-BRK  Graphics Engine: NVIDIA GeForce GT 730  Bus Standard: PCI Express 2.0  Video Memory: GDDR5 2GB  Engine Clock: 902 MHz  CUDA Core: 384  Memory Clock: 5010 MHz  Memory Interface: 64-bit  DVI Max Resolution: 2560x1600  Interface: D-Sub x 1  DVI x 1  HDMI x 1  HDCP Support  Accessories: 2 x 1-slot LP Bracket  Dimensions: 15 x 6.9 x 2.64 Centimeter,,<div class="tab-content" id="tab-description" itemprop="description">ASUS GT730-2GD5-BRK<br> Graphics Engine: NVIDIA GeForce GT 730<br> Bus Standard: PCI Express 2.0<br> Video Memory: GDDR5 2GB<br> Engine Clock: 902 MHz<br> CUDA Core: 384<br> Memory Clock: 5010 MHz<br> Memory Interface: 64-bit<br> DVI Max Resolution: 2560x1600<br> Interface: D-Sub x 1<br> DVI x 1<br> HDMI x 1<br> HDCP Support<br> Accessories: 2 x 1-slot LP Bracket<br> Dimensions: 15 x 6.9 x 2.64 Centimeter </div>,16934_0-1000x1000.jpg,ASUS-GT730-2GD5-BRK,1050,SE_16934,SE_16934,8,11,Graficki
Компјутерски компоненти/Графички карти,AFOX,AFOX NVIDIA GT740 4GB DDR3,,SE_17381,5289.0,0,1,,136,0,1,0,,,AFOX NVIDIA GT740 4GB DDR3  128BIT  DVI  HDMI  VGA  LP  SINGLE FAN  RETAIL PACK  AF740-4096D3L3,,<div class="tab-content" id="tab-description" itemprop="description">AFOX NVIDIA GT740 4GB DDR3<br> 128BIT<br> DVI<br> HDMI<br> VGA<br> LP<br> SINGLE FAN<br> RETAIL PACK<br> AF740-4096D3L3 </div>,17381_0-1000x1000.jpg,AFOX-NVIDIA-GT740-4GB-DDR3, 690,SE_17381,SE_17381,3,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS GT730-4H-SL-2GD5,,SE_17357,5289.0,0,1,,104,0,1,0,,,ASUS GT730-4H-SL-2GD5  NVIDIA GeForce GT 730 2 GB GDDR5  4x HDMI Ports enable multi-monitor productivity on up to 4 displays  90YV0H20-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS GT730-4H-SL-2GD5<br> NVIDIA GeForce GT 730 2 GB GDDR5<br> 4x HDMI Ports enable multi-monitor productivity on up to 4 displays<br> 90YV0H20-M0NA00 </div>,17357_0-1000x1000.jpg,ASUS-GT730-4H-SL-2GD5,1050,SE_17357,SE_17357,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS GT1030-2G-BRK,,SE_17022,5869.0,0,1,,111,0,1,0,,,ASUS GT1030-2G-BRK  Graphics Engine: NVIDIA GeForce GT 1030  Bus Standard: PCI Express 3.0  OpenGL: OpenGL®4.5  Video Memory: GDDR5 2GB  GPU Boost Clock: 1506 MHz  GPU Base Clock: 1266 MHz  CUDA Core: 384  Memory Clock: 6008 MHz  Memory Interface: 64-bit  Digital Max Resolution: 7680x4320  Interface: Display Port x 1  HDMI x 1  HDCP support  Dimensions: 16.9 x 6.9 x 2.1 Centimeter  90YV0AT2-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS GT1030-2G-BRK<br> Graphics Engine: NVIDIA GeForce GT 1030<br> Bus Standard: PCI Express 3.0<br> OpenGL: OpenGL®4.5<br> Video Memory: GDDR5 2GB<br> GPU Boost Clock: 1506 MHz<br> GPU Base Clock: 1266 MHz<br> CUDA Core: 384<br> Memory Clock: 6008 MHz<br> Memory Interface: 64-bit<br> Digital Max Resolution: 7680x4320<br> Interface: Display Port x 1<br> HDMI x 1<br> HDCP support<br> Dimensions: 16.9 x 6.9 x 2.1 Centimeter<br> 90YV0AT2-M0NA00 </div>,17022_0-1000x1000.jpg,ASUS-GT1030-2G-BRK,1050,SE_17022,SE_17022,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS GT1030-SL-2G-BRK,,SE_17023,5869.0,0,1,,15,0,1,0,,,ASUS GT1030-SL-2G-BRK  Graphics Engine: NVIDIA GeForce GT 1030  Bus Standard: PCI Express 3.0  OpenGL: OpenGL4.5  Video Memory: GDDR5 2GB  GPU Boost Clock: 1506 MHz  GPU Base Clock: 1266 MHz  CUDA Core: 384  Memory Clock: 6008 MHz  Memory Interface: 64-bit  Digital Max Resolution: 1920x1200  Interface: DVI x 1  HDMI x 1  HDCP support  Dimensions: 17.3 x 6.9 x 4 Centimeter  90YV0AT0-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS GT1030-SL-2G-BRK<br> Graphics Engine: NVIDIA GeForce GT 1030<br> Bus Standard: PCI Express 3.0<br> OpenGL: OpenGL4.5<br> Video Memory: GDDR5 2GB<br> GPU Boost Clock: 1506 MHz<br> GPU Base Clock: 1266 MHz<br> CUDA Core: 384<br> Memory Clock: 6008 MHz<br> Memory Interface: 64-bit<br> Digital Max Resolution: 1920x1200<br> Interface: DVI x 1<br> HDMI x 1<br> HDCP support<br> Dimensions: 17.3 x 6.9 x 4 Centimeter<br> 90YV0AT0-M0NA00 </div>,17023_0-1000x1000.jpg,ASUS-GT1030-SL-2G-BRK,1050,SE_17023,SE_17023,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS PH-GT1030-O2G,,SE_17021,5879.0,0,1,,3,0,1,0,,,ASUS PH-GT1030-O2G  Graphics Engine: NVIDIA GeForce GT 1030  Bus Standard: PCI Express 3.0  OpenGL: OpenGL®4.5  Video Memory: GDDR5 2GB  GPU Boost Clock: 1531 MHz  GPU Base Clock: 1252 MHz  CUDA Core: 384  Memory Clock: 6008 MHz  Memory Interface: 64-bit  Digital Max Resolution: 7680x4320  Interface: DVI x 1  HDMI x 1  HDCP support  90YV0AU0-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS PH-GT1030-O2G<br> Graphics Engine: NVIDIA GeForce GT 1030<br> Bus Standard: PCI Express 3.0<br> OpenGL: OpenGL®4.5<br> Video Memory: GDDR5 2GB<br> GPU Boost Clock: 1531 MHz<br> GPU Base Clock: 1252 MHz<br> CUDA Core: 384<br> Memory Clock: 6008 MHz<br> Memory Interface: 64-bit<br> Digital Max Resolution: 7680x4320<br> Interface: DVI x 1<br> HDMI x 1<br> HDCP support<br> 90YV0AU0-M0NA00 </div>,17021_0-1000x1000.jpg,ASUS-PH-GT1030-O2G,1050,SE_17021,SE_17021,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS PH-RX550-4G-EVO,,SE_17409,7149.0,0,1,,108,0,1,0,,,ASUS PH-RX550-4G-EVO  Graphics Engine: AMD Radeon RX 550  OpenGL4.5  Video Memory: GDDR5 4GB  Engine Clock: 1183 MHz  Stream Processors: 640  Memory Clock: 6000 MHz  Memory Interface: 128-bit  Digital Max Resolution: 5120 x 2880  Interface: DVI x 1  HDMI x 1  Display Port x 1  HDCP Support  Dimensions: 19.2 x 11.5 x 3.9 Centimeter  90YV0AG7-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS PH-RX550-4G-EVO<br> Graphics Engine: AMD Radeon RX 550<br> OpenGL4.5<br> Video Memory: GDDR5 4GB<br> Engine Clock: 1183 MHz<br> Stream Processors: 640<br> Memory Clock: 6000 MHz<br> Memory Interface: 128-bit<br> Digital Max Resolution: 5120 x 2880<br> Interface: DVI x 1<br> HDMI x 1<br> Display Port x 1<br> HDCP Support<br> Dimensions: 19.2 x 11.5 x 3.9 Centimeter<br> 90YV0AG7-M0NA00 </div>,17409_0-1000x1000.jpg,ASUS-PH-RX550-4G-EVO,1050,SE_17409,SE_17409,8,11,Graficki
Компјутерски компоненти/Графички карти,AFOX,AFOX AMD Radeon RX550 8GB GDDR5,,SE_17410,7639.0,0,1,,14,0,1,0,,,AFOX AMD Radeon RX550 8GB GDDR5  128BIT  DVI  HDMI  DP  ATX  DUAL FAN  RETAIL PACK  AFRX550-8192D5H4-V6,,<div class="tab-content" id="tab-description" itemprop="description">AFOX AMD Radeon RX550 8GB GDDR5<br> 128BIT<br> DVI<br> HDMI<br> DP<br> ATX<br> DUAL FAN<br> RETAIL PACK<br> AFRX550-8192D5H4-V6 </div>,17410_0-1000x1000.jpg,AFOX-AMD-Radeon-RX550-8GB-GDDR5, 690,SE_17410,SE_17410,3,11,Graficki
Компјутерски компоненти/Графички карти,AFOX,AFOX RX550 4GB GDDR5 128BIT,,SE_17354,8819.0,0,1,,102,0,1,0,,,AFOX RX550 4GB GDDR5 128BIT  DVI  HDMI  DP  ATX  DUAL FAN  RETAIL PACK  PN: AFRX550-4096D5H4-V6,,<div class="tab-content" id="tab-description" itemprop="description">AFOX RX550 4GB GDDR5 128BIT<br> DVI<br> HDMI<br> DP<br> ATX<br> DUAL FAN<br> RETAIL PACK<br> PN: AFRX550-4096D5H4-V6 </div>,17354_0-1000x1000.jpg,AFOX-RX550-4GB-GDDR5-128BIT, 690,SE_17354,SE_17354,3,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS CERBERUS-GTX1050TI-O4G,,SE_17010,10089.0,0,1,,134,0,1,0,,,ASUS CERBERUS-GTX1050TI-O4G  Graphics Engine: NVIDIA GeForce GTX 1050 TI  Bus Standard: PCI Express 3.0  OpenGL®4.5  Video Memory: GDDR5 4GB  Engine Clock: GPU Boost Clock: 1480 MHz  GPU Base Clock: 1366 MHz  CUDA Core: 768: Memory Clock: 7008 MHz  Memory Interface: 128-bit  Digital Max Resolution: 7680x4320  Interface: DVI x 1  HDMI x 1  Display Port x 1  HDCP Support  Power Connectors: 1 x 6-pin  Dimensions: 20.3 x 11.5 x3.8 Centimeter,,<div class="tab-content" id="tab-description" itemprop="description">ASUS CERBERUS-GTX1050TI-O4G<br> Graphics Engine: NVIDIA GeForce GTX 1050 TI<br> Bus Standard: PCI Express 3.0<br> OpenGL®4.5<br> Video Memory: GDDR5 4GB<br> Engine Clock: GPU Boost Clock: 1480 MHz<br> GPU Base Clock: 1366 MHz<br> CUDA Core: 768: Memory Clock: 7008 MHz<br> Memory Interface: 128-bit<br> Digital Max Resolution: 7680x4320<br> Interface: DVI x 1<br> HDMI x 1<br> Display Port x 1<br> HDCP Support<br> Power Connectors: 1 x 6-pin<br> Dimensions: 20.3 x 11.5 x3.8 Centimeter </div>,17010_0-1000x1000.jpg,ASUS-CERBERUS-GTX1050TI-O4G,1050,SE_17010,SE_17010,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS DUAL-RX6400-4G,,SE_17370,10289.0,0,1,,113,0,1,0,,,ASUS DUAL-RX6400-4G  Radeon RX 6400  PCI Express 4.0  OpenGL4.6  Video Memory: 4GB GDDR6  90YV0H90-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS DUAL-RX6400-4G<br> Radeon RX 6400<br> PCI Express 4.0<br> OpenGL4.6<br> Video Memory: 4GB GDDR6<br> 90YV0H90-M0NA00 </div>,17370_0-1000x1000.jpg,ASUS-DUAL-RX6400-4G,1050,SE_17370,SE_17370,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS PH-RX6400-4G,,SE_17380,10579.0,0,1,,110,0,1,0,,,ASUS PH-RX6400-4G  Radeon RX 6400  PCI Express 4.0  OpenGL4.6  Video Memory: 4GB GDDR6  Engine Clock: Gaming mode: up to 2321MHz(Boost Clock)/up to 2039MHz(Game Clock)  Stream Processors: 768  Memory Speed: 16 Gbps  Memory Interface: 64-bit  Digital Max Resolution: 7680 x 4320  Interface: Yes x 1 (Native HDMI 2.1)  Yes x 1 (Native DisplayPort 1.4a)  HDCP Support Yes (2.3)  Maximum Display Support: 2  Dimensions: 196 x 128.5 x 40.5 mm  Recommended PSU: 500W  Slot: 2 Slot  90YV0H91-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS PH-RX6400-4G<br> Radeon RX 6400<br> PCI Express 4.0<br> OpenGL4.6<br> Video Memory: 4GB GDDR6<br> Engine Clock: Gaming mode: up to 2321MHz(Boost Clock)/up to 2039MHz(Game Clock)<br> Stream Processors: 768<br> Memory Speed: 16 Gbps<br> Memory Interface: 64-bit<br> Digital Max Resolution: 7680 x 4320<br> Interface: Yes x 1 (Native HDMI 2.1)<br> Yes x 1 (Native DisplayPort 1.4a)<br> HDCP Support Yes (2.3)<br> Maximum Display Support: 2<br> Dimensions: 196 x 128.5 x 40.5 mm<br> Recommended PSU: 500W<br> Slot: 2 Slot<br> 90YV0H91-M0NA00 </div>,17380_0-1000x1000.jpg,ASUS-PH-RX6400-4G,1050,SE_17380,SE_17380,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS DUAL-GTX1630-O4G,,SE_17394,11069.0,0,1,,112,0,1,0,,,ASUS DUAL-GTX1630-O4G  NVIDIA GeForce GTX 1630  PCI Express 3.0  OpenGL 4.6  Video Memory: 4GB GDDR6  Engine Clock: OC mode: 1830 MHz (Boost Clock)  Default mode: 1800 MHz (Boost Clock)  CUDA Core: 512  Memory Speed: 12 Gbps  Memory Interface: 64-bit  Digital Max Resolution: 7680 x 4320  Interface: Yes x 1 (Native DVI-D)  Yes x 1 (Native HDMI 2.0b)  Yes x 1 (Native DisplayPort 1.4a)  HDCP Support Yes (2.2)  Maximum Display Support: 3  Dimensions: 21.3 x 12.1 x 3.8 cm  Recommended PSU: 300W  Slot: 2 Slot  90YV0I54-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS DUAL-GTX1630-O4G<br> NVIDIA GeForce GTX 1630<br> PCI Express 3.0<br> OpenGL 4.6<br> Video Memory: 4GB GDDR6<br> Engine Clock: OC mode: 1830 MHz (Boost Clock)<br> Default mode: 1800 MHz (Boost Clock)<br> CUDA Core: 512<br> Memory Speed: 12 Gbps<br> Memory Interface: 64-bit<br> Digital Max Resolution: 7680 x 4320<br> Interface: Yes x 1 (Native DVI-D)<br> Yes x 1 (Native HDMI 2.0b)<br> Yes x 1 (Native DisplayPort 1.4a)<br> HDCP Support Yes (2.2)<br> Maximum Display Support: 3<br> Dimensions: 21.3 x 12.1 x 3.8 cm<br> Recommended PSU: 300W<br> Slot: 2 Slot<br> 90YV0I54-M0NA00 </div>,17394_0-1000x1000.jpg,ASUS-DUAL-GTX1630-O4G,1050,SE_17394,SE_17394,8,11,Graficki
Компјутерски компоненти/Графички карти,Asus,ASUS PH-GTX1650-O4GD6-P-V2,,SE_17396,11069.0,0,1,,124,0,1,0,,,ASUS PH-GTX1650-O4GD6-P-V2  NVIDIA GeForce GTX 1650  PCI Express 3.0  OpenGL 4.6  Video Memory: 4GB GDDR6  Engine Clock: OC mode : 1635 MHz (Boost Clock)  Gaming mode : 1605 MHz (Boost Clock)/1410 MHz (Base Clock)  CUDA Core: 896  Memory Speed: 12 Gbps  Memory Interface: 128-bit  Digital Max Resolution 7680 x 4320  Interface: Yes x 1 (Native DVI-D)  Yes x 1 (Native HDMI 2.0b)  Yes x 1 (Native DisplayPort 1.4a)  HDCP Support Yes (2.2)  Maximum Display Support: 3  Dimensions: 174x 126 x 39 mm  Recommended PSU: 300W  Power Connectors: 1 x 6-pin  Slot 2 Slot  90YV0GX0-M0NA00,,<div class="tab-content" id="tab-description" itemprop="description">ASUS PH-GTX1650-O4GD6-P-V2<br> NVIDIA GeForce GTX 1650<br> PCI Express 3.0<br> OpenGL 4.6<br> Video Memory: 4GB GDDR6<br> Engine Clock: OC mode : 1635 MHz (Boost Clock)<br> Gaming mode : 1605 MHz (Boost Clock)/1410 MHz (Base Clock)<br> CUDA Core: 896<br> Memory Speed: 12 Gbps<br> Memory Interface: 128-bit<br> Digital Max Resolution 7680 x 4320<br> Interface: Yes x 1 (Native DVI-D)<br> Yes x 1 (Native HDMI 2.0b)<br> Yes x 1 (Native DisplayPort 1.4a)<br> HDCP Support Yes (2.2)<br> Maximum Display Support: 3<br> Dimensions: 174x 126 x 39 mm<br> Recommended PSU: 300W<br> Power Connectors: 1 x 6-pin<br> Slot 2 Slot<br> 90YV0GX0-M0NA00 </div>,17396_0-1000x1000.jpg,ASUS-PH-GTX1650-O4GD6-P-V2,1050,SE_17396,SE_17396,8,11,Graficki
